Strike_Type,Camera_Angle,Video_Name,Frame_ID,R_Elbow_Angle,L_Elbow_Angle,R_Shoulder_Angle,L_Shoulder_Angle,R_Wrist_Angle,L_Wrist_Angle,R_Hip_Angle,L_Hip_Angle,R_Knee_Angle,L_Knee_Angle,Torso_Lean,Head_Dir_X,Head_Dir_Y,Dist_Wrists,Dist_R_Wrist_Shoulder,Dist_L_Wrist_Shoulder
strike_3,front,strike_3.8,56.jpg,60.95,57.53,7.85,20.28,,,166.71,172.14,178.32,177.88,-177.14,0.0,6.81,47.65,61.65,81.98
strike_3,front,strike_3.8,57.jpg,57.99,57.53,5.91,22.13,,,168.65,170.3,178.01,177.88,-179.05,-3.41,6.82,48.22,54.98,82.12
strike_3,front,strike_3.8,58.jpg,72.26,57.53,3.46,22.13,,,166.44,170.3,178.28,177.88,-178.09,-3.41,6.82,47.76,68.23,82.15
strike_3,front,strike_3.8,59.jpg,60.95,56.31,8.13,20.28,,,166.43,172.14,175.98,177.88,-177.09,0.0,6.8,48.12,61.24,77.59
strike_3,front,strike_3.8,60.jpg,72.26,56.31,1.53,22.13,,,164.78,170.3,175.57,177.88,-177.14,0.0,6.78,47.96,67.82,77.33
strike_3,front,strike_3.8,61.jpg,72.26,56.31,1.53,22.13,,,162.09,170.3,179.3,177.88,-177.14,-6.78,6.78,47.91,67.76,77.26
strike_3,front,strike_3.8,62.jpg,56.31,56.31,5.91,22.13,,,168.65,170.3,178.01,177.88,-179.05,-3.38,6.76,47.8,60.83,77.07
strike_3,front,strike_3.8,63.jpg,82.75,56.31,13.95,22.13,,,166.71,170.3,178.01,178.41,-178.09,-3.37,6.74,47.2,74.18,76.88
strike_3,front,strike_3.8,64.jpg,82.75,61.26,13.95,20.28,,,166.71,175.14,178.01,171.7,-177.14,-0.0,6.74,53.93,74.15,82.29
strike_3,front,strike_3.8,65.jpg,60.95,61.26,5.91,22.13,,,168.65,170.3,178.01,174.7,-179.05,0.0,6.74,47.66,61.04,82.28
strike_3,front,strike_3.8,66.jpg,69.3,61.75,5.4,16.57,,,168.65,173.41,178.01,174.88,-179.06,0.0,6.71,47.43,60.37,85.91
strike_3,front,strike_3.8,67.jpg,66.04,56.31,5.91,20.28,,,168.65,175.14,178.01,175.42,-178.09,0.0,6.71,40.83,60.78,76.53
strike_3,front,strike_3.8,68.jpg,69.3,59.49,5.4,18.95,,,168.65,173.3,178.01,175.42,-179.05,0.0,6.71,40.79,60.36,75.87
strike_3,front,strike_3.9,0.jpg,119.05,33.69,75.9,32.28,,,162.21,158.77,164.05,166.68,178.12,-3.25,9.75,121.4,58.48,58.12
strike_3,front,strike_3.9,1.jpg,127.87,34.82,73.47,34.52,,,162.15,158.57,164.05,166.68,178.06,-3.25,9.76,121.54,58.55,58.19
strike_3,front,strike_3.9,2.jpg,127.87,42.36,75.26,30.35,,,162.27,162.21,170.36,172.69,179.05,0.0,3.22,128.18,57.9,66.23
strike_3,front,strike_3.9,3.jpg,143.13,41.63,77.09,32.09,,,161.08,159.73,166.61,172.1,-180.0,3.12,6.23,122.43,56.43,67.4
strike_3,front,strike_3.9,4.jpg,137.49,44.18,77.75,28.15,,,166.0,159.73,169.7,171.84,179.08,3.1,9.3,121.8,56.14,67.06
strike_3,front,strike_3.9,5.jpg,126.87,40.24,65.28,32.09,,,168.29,159.73,164.94,176.14,178.15,3.07,12.3,126.78,61.8,61.5
strike_3,front,strike_3.9,6.jpg,81.03,46.34,58.15,29.97,,,166.44,155.12,160.67,175.47,178.15,-3.06,12.24,127.79,55.42,65.06
strike_3,front,strike_3.9,7.jpg,99.46,47.73,58.04,29.97,,,166.56,155.95,160.67,176.3,178.18,-0.0,6.05,132.14,66.83,68.98
strike_3,front,strike_3.9,8.jpg,100.3,42.95,68.96,34.14,,,164.61,157.77,157.14,178.94,-180.0,2.99,11.94,149.29,65.69,55.06
strike_3,front,strike_3.9,9.jpg,82.75,47.35,66.3,34.14,,,164.78,159.22,154.19,176.82,180.0,2.95,8.84,149.03,64.8,58.91
strike_3,front,strike_3.9,10.jpg,85.24,49.4,68.96,33.92,,,167.35,156.7,156.93,177.51,179.08,0.0,8.85,153.1,70.77,58.38
strike_3,front,strike_3.9,11.jpg,76.87,43.78,69.25,38.56,,,171.11,155.71,159.87,178.26,178.12,-0.0,6.02,161.98,72.19,51.75
strike_3,front,strike_3.9,12.jpg,75.02,42.95,71.08,34.14,,,169.28,158.53,160.77,179.02,180.0,-0.0,8.94,154.65,71.73,54.92
strike_3,front,strike_3.9,13.jpg,71.57,45.0,67.13,38.32,,,173.82,155.95,163.47,179.56,178.15,2.97,11.87,161.41,77.36,54.7
strike_3,front,strike_3.9,14.jpg,85.82,39.61,71.07,39.4,,,173.71,156.76,160.04,171.94,179.06,-0.0,12.03,173.63,84.44,43.38
strike_3,front,strike_3.9,15.jpg,77.09,31.87,72.65,39.4,,,173.71,159.55,160.04,175.12,179.06,-6.0,12.0,165.94,84.85,38.42
strike_3,front,strike_3.9,16.jpg,68.96,27.7,74.49,39.4,,,169.28,157.59,157.45,168.5,180.0,-0.0,12.04,159.43,79.2,35.11
strike_3,front,strike_3.9,17.jpg,76.09,29.17,74.49,40.45,,,171.87,161.68,161.01,167.86,-179.09,0.0,12.02,177.96,86.04,30.05
strike_3,front,strike_3.9,18.jpg,79.24,29.17,80.49,42.23,,,167.44,159.9,157.68,167.98,-179.08,3.0,5.99,184.61,89.09,29.96
strike_3,front,strike_3.9,19.jpg,76.69,30.5,75.87,40.89,,,171.98,163.33,163.47,168.69,180.0,2.97,8.92,182.02,92.36,29.75
strike_3,front,strike_3.9,20.jpg,70.35,27.9,77.47,40.73,,,170.27,164.02,161.87,169.22,-179.12,-0.0,11.67,184.22,86.73,24.75
strike_3,front,strike_3.9,21.jpg,74.05,16.61,81.41,53.66,,,172.65,171.09,164.48,177.74,-178.21,-2.92,8.77,196.02,89.01,13.07
strike_3,front,strike_3.9,22.jpg,74.05,5.79,81.41,56.2,,,172.65,172.82,164.48,174.56,-177.32,0.0,8.77,195.24,89.1,5.85
strike_3,front,strike_3.9,23.jpg,78.61,6.12,82.06,59.89,,,168.24,170.98,164.87,174.56,-177.27,0.0,2.94,195.57,89.61,5.88
strike_3,front,strike_3.9,24.jpg,84.25,4.97,85.26,59.89,,,172.65,170.98,170.54,171.55,-178.18,-0.0,8.88,202.65,95.63,5.92
strike_3,front,strike_3.9,25.jpg,82.72,11.31,86.47,58.1,,,170.54,172.77,171.03,171.38,-176.31,5.93,8.9,197.14,92.83,8.39
strike_3,front,strike_3.9,26.jpg,88.32,32.47,84.36,60.83,,,172.65,175.61,171.03,171.06,-177.27,0.0,5.89,214.16,97.54,18.63
strike_3,front,strike_3.9,27.jpg,82.2,28.07,84.36,60.83,,,172.65,178.21,171.03,176.82,-177.27,-0.0,8.86,203.08,95.28,16.71
strike_3,front,strike_3.9,28.jpg,86.27,40.6,83.32,60.83,,,172.65,175.61,171.03,171.06,-177.27,0.0,5.88,207.24,94.86,24.96
strike_3,front,strike_3.9,29.jpg,91.01,46.4,88.86,69.99,,,168.11,175.61,168.3,171.06,-176.37,2.97,8.9,203.07,90.55,25.17
strike_3,front,strike_3.9,30.jpg,85.73,41.63,88.13,70.05,,,169.68,175.55,168.3,167.94,-177.18,0.0,5.97,192.62,94.44,26.71
strike_3,front,strike_3.9,31.jpg,85.73,45.0,87.89,65.22,,,169.79,175.48,171.13,167.81,-177.27,0.0,5.95,191.82,94.05,26.6
strike_3,front,strike_3.9,32.jpg,85.41,46.22,87.05,77.75,,,169.92,178.21,174.09,173.29,-177.27,-3.0,3.0,174.04,86.5,35.99
strike_3,front,strike_3.9,33.jpg,79.7,46.22,87.05,77.75,,,169.92,178.21,174.09,173.29,-177.27,0.0,6.02,168.69,81.89,36.12
strike_3,front,strike_3.9,34.jpg,79.01,29.74,78.83,65.22,,,171.75,178.21,170.93,173.29,-178.18,3.06,9.17,165.52,79.71,24.45
strike_3,front,strike_3.9,35.jpg,79.01,42.27,79.01,58.16,,,168.58,178.15,167.95,169.99,-178.12,-3.15,6.3,178.16,82.13,17.82
strike_3,front,strike_3.9,36.jpg,78.06,63.44,78.83,91.79,,,169.03,179.19,168.55,176.26,-178.18,-6.01,6.01,162.75,85.44,36.07
strike_3,front,strike_3.9,37.jpg,82.67,49.76,83.18,73.3,,,169.1,179.13,171.79,173.14,-178.18,0.0,5.96,161.95,80.2,24.58
strike_3,front,strike_3.9,38.jpg,77.47,63.44,83.18,65.17,,,168.85,179.13,171.7,173.14,-178.18,-5.97,5.97,162.16,75.98,26.7
strike_3,front,strike_3.9,39.jpg,81.16,60.26,81.67,73.3,,,168.85,179.13,171.55,173.14,-178.18,-6.07,6.07,164.98,77.3,27.16
strike_3,front,strike_3.9,40.jpg,75.96,63.43,81.67,65.17,,,166.16,179.13,168.69,173.14,-178.18,-6.06,6.06,159.54,73.03,21.87
strike_3,front,strike_3.9,41.jpg,74.05,153.43,81.91,176.42,,,158.11,176.42,158.84,166.76,-178.12,0.0,12.38,156.69,70.56,19.57
strike_3,front,strike_3.9,42.jpg,74.05,90.0,79.96,91.85,,,162.21,179.25,159.98,164.17,-178.09,-3.14,12.56,152.83,66.77,19.86
strike_3,front,strike_3.9,43.jpg,68.63,,69.34,,,,158.57,176.31,146.04,165.96,-179.05,-3.18,6.36,154.8,67.63,20.12
strike_3,front,strike_3.9,44.jpg,71.57,125.54,77.68,138.95,,,157.49,176.05,141.81,161.57,-178.99,-6.47,6.47,142.99,70.02,45.31
strike_3,front,strike_3.9,45.jpg,71.57,63.43,77.68,67.25,,,154.44,176.19,126.87,165.96,-179.01,-3.23,9.68,148.94,64.51,34.74
strike_3,front,strike_3.9,46.jpg,63.43,99.46,69.34,93.69,,,154.65,176.31,126.87,164.05,-179.05,-6.31,6.31,151.6,63.11,39.92
strike_3,front,strike_3.9,47.jpg,61.61,146.31,72.71,138.69,,,150.46,176.31,125.41,164.05,-179.05,-6.24,6.24,150.23,62.38,39.45
strike_3,front,strike_3.9,48.jpg,66.8,104.04,70.62,93.58,,,151.17,176.42,130.54,164.05,-180.0,-6.21,6.21,150.11,65.97,27.75
strike_3,front,strike_3.9,49.jpg,61.61,101.31,70.75,93.58,,,152.43,176.42,129.81,165.07,180.0,-6.16,9.23,148.24,61.55,33.15
strike_3,front,strike_3.9,50.jpg,64.68,168.69,75.35,136.79,,,144.74,179.3,137.4,169.25,-178.12,-5.94,8.91,155.41,67.7,29.69
strike_3,front,strike_3.9,51.jpg,58.67,116.56,69.15,91.79,,,144.93,179.19,145.2,170.07,-178.15,-5.87,5.87,159.43,62.39,33.2
strike_3,front,strike_3.9,52.jpg,69.44,142.12,73.26,125.48,,,149.62,179.19,153.43,170.07,-179.08,-2.92,11.66,164.21,70.22,37.34
strike_3,front,strike_3.9,53.jpg,63.43,116.57,69.34,93.69,,,148.89,176.31,162.23,166.76,-179.05,-6.13,6.13,172.04,65.15,34.67
strike_3,front,strike_3.9,54.jpg,68.63,94.4,69.15,65.28,,,150.33,179.36,168.3,171.87,-178.12,0.0,6.06,182.17,69.08,38.8
strike_3,front,strike_3.9,55.jpg,65.71,93.37,64.76,73.35,,,152.22,179.19,170.07,171.98,-179.08,0.0,6.09,183.06,74.32,38.99
strike_3,front,strike_3.9,56.jpg,65.71,70.35,66.66,56.31,,,154.06,177.61,178.85,170.29,-177.27,-0.0,12.07,181.95,73.67,26.99
strike_3,front,strike_3.9,57.jpg,68.2,93.37,69.15,73.3,,,155.0,178.26,176.09,162.9,-178.18,0.0,12.03,198.54,78.41,38.5
strike_3,front,strike_3.9,58.jpg,63.8,149.04,64.39,104.04,,,155.35,177.61,173.83,165.28,-177.4,-0.0,8.89,201.7,74.3,39.78
strike_3,front,strike_3.9,59.jpg,68.2,156.8,68.79,111.8,,,155.35,180.0,177.04,162.9,-177.4,0.0,11.81,218.5,84.55,47.61
strike_3,front,strike_3.9,60.jpg,68.2,156.8,70.56,113.49,,,154.44,178.32,176.19,165.96,-177.4,0.0,5.92,224.96,84.76,47.73
strike_3,front,strike_3.9,61.jpg,74.69,157.17,72.58,105.77,,,154.21,175.88,177.06,160.51,-177.32,0.0,8.87,242.51,95.56,52.91
strike_3,front,strike_3.9,62.jpg,72.74,150.95,66.87,107.63,,,157.62,175.83,176.08,168.76,-177.4,0.0,8.82,258.67,94.95,65.71
strike_3,front,strike_3.9,63.jpg,76.85,150.95,68.62,107.63,,,155.86,173.35,176.82,162.04,-176.53,-0.0,5.87,270.24,100.37,65.67
strike_3,front,strike_3.9,64.jpg,73.41,133.99,65.19,98.81,,,155.86,173.12,178.33,170.41,-176.53,0.0,8.91,273.65,99.63,71.81
strike_3,front,strike_3.9,65.jpg,82.87,148.47,63.66,100.59,,,159.26,165.22,177.13,161.1,-178.21,0.0,12.1,303.07,111.57,84.27
strike_3,front,strike_3.9,66.jpg,85.6,135.0,60.48,93.47,,,156.7,165.75,175.82,160.47,-178.21,0.0,9.2,314.4,117.21,85.45
strike_3,front,strike_3.9,67.jpg,86.44,146.31,61.57,91.74,,,159.01,166.95,178.38,159.94,-177.27,0.0,9.3,323.37,113.14,96.25
strike_3,front,strike_3.9,68.jpg,90.0,143.13,55.61,86.34,,,161.1,165.22,180.0,160.56,-178.18,-0.0,9.3,336.12,117.93,94.81
strike_3,front,strike_3.9,69.jpg,86.99,140.6,52.35,87.76,,,161.34,165.22,180.0,164.6,-178.21,-0.0,9.31,336.46,117.88,101.0
strike_3,front,strike_3.9,70.jpg,93.01,135.0,52.13,82.06,,,160.99,161.89,179.0,161.17,-178.26,-0.0,9.2,338.78,122.84,98.91
strike_3,front,strike_3.9,71.jpg,86.99,131.04,49.34,83.16,,,160.76,165.22,175.24,168.69,-178.21,0.0,6.28,340.13,119.35,101.29
strike_3,front,strike_3.9,72.jpg,92.7,119.54,47.7,73.39,,,162.98,160.06,173.45,165.26,180.0,3.16,12.63,341.5,126.45,94.72
strike_3,front,strike_3.9,73.jpg,90.0,126.43,47.51,78.66,,,165.5,159.9,178.15,165.26,180.0,0.0,12.61,328.03,119.93,88.25
strike_3,front,strike_3.9,74.jpg,89.22,94.4,45.47,67.01,,,160.52,164.54,173.08,172.51,-178.15,-3.18,12.71,311.96,108.22,82.61
strike_3,front,strike_3.9,75.jpg,78.69,77.47,33.92,62.61,,,160.76,163.89,170.71,171.56,-178.18,-0.0,12.89,291.24,92.3,77.36
strike_3,front,strike_3.9,76.jpg,78.69,70.85,41.28,64.86,,,161.1,161.79,171.29,169.66,-178.18,0.0,15.72,283.57,88.25,75.45
strike_3,front,strike_3.9,77.jpg,69.66,48.01,34.77,49.8,,,165.76,165.68,174.07,171.56,-178.15,0.0,12.74,248.79,71.23,64.97
strike_3,front,strike_3.9,78.jpg,64.59,34.77,34.77,50.71,,,162.4,167.47,170.6,175.6,-177.18,0.0,6.41,224.37,65.35,59.08
strike_3,front,strike_3.9,79.jpg,63.77,24.53,29.67,47.73,,,162.4,167.47,170.71,171.56,-177.18,0.0,6.45,213.05,61.22,55.14
strike_3,front,strike_3.9,80.jpg,45.0,11.31,24.34,46.91,,,165.56,164.85,174.07,178.85,-178.06,-0.0,6.62,185.28,44.39,47.72
strike_3,front,strike_3.9,81.jpg,19.44,0.52,17.22,41.2,,,162.78,164.85,168.69,178.85,-178.06,-3.33,13.31,153.16,28.23,42.6
strike_3,front,strike_3.9,82.jpg,19.77,11.31,15.66,37.16,,,166.51,164.0,176.84,178.78,-179.12,0.0,12.48,137.25,36.38,31.81
strike_3,front,strike_3.9,83.jpg,12.72,14.74,11.24,33.95,,,165.94,163.07,174.2,177.3,-179.08,3.29,13.15,98.61,27.1,27.1
strike_3,front,strike_3.9,84.jpg,22.29,18.11,1.51,32.1,,,163.62,164.91,174.33,178.85,-177.14,-3.34,13.35,80.08,24.06,29.84
strike_3,front,strike_3.9,85.jpg,30.96,28.44,5.91,28.41,,,165.56,168.14,171.47,174.06,-178.09,-3.33,13.32,66.58,28.25,42.63
strike_3,front,strike_3.9,86.jpg,32.91,34.82,1.25,28.41,,,163.43,168.14,173.75,174.06,-177.18,6.62,13.25,53.41,33.12,51.74
strike_3,front,strike_3.9,87.jpg,53.13,38.99,0.28,28.26,,,163.17,162.95,171.03,178.31,-178.06,-0.0,13.19,48.02,41.72,51.52
strike_3,front,strike_3.9,88.jpg,70.35,36.87,3.46,28.41,,,163.62,164.91,174.2,178.85,-177.14,-0.0,6.57,47.8,41.52,52.93
strike_3,front,strike_3.9,89.jpg,78.11,47.4,13.67,24.47,,,163.74,164.91,171.87,178.31,-177.09,-0.0,16.36,32.72,52.75,65.43
strike_3,front,strike_3.9,90.jpg,87.27,51.58,23.11,22.13,,,163.62,163.07,171.47,178.31,-178.09,-0.0,13.1,29.3,59.33,69.64
strike_3,front,strike_3.9,91.jpg,103.67,49.76,26.75,22.13,,,161.75,163.07,171.87,179.2,-177.09,0.0,12.99,32.47,65.27,64.95
strike_3,front,strike_3.9,92.jpg,105.26,56.31,36.87,20.28,,,166.16,168.14,176.89,175.08,-177.09,0.0,13.12,39.37,72.17,74.81
strike_3,front,strike_3.9,93.jpg,93.95,53.34,24.23,24.41,,,165.1,166.32,177.16,176.96,-176.31,0.0,12.54,31.98,70.12,71.51
strike_3,front,strike_3.9,94.jpg,108.43,53.34,37.41,24.41,,,166.97,166.32,177.16,176.96,-177.23,0.0,12.56,39.71,81.86,71.58
strike_3,front,strike_3.9,95.jpg,123.11,56.31,46.85,20.22,,,162.77,169.24,174.84,173.03,-176.31,3.13,12.53,38.1,81.67,71.42
strike_3,front,strike_3.9,96.jpg,105.26,56.31,35.54,20.22,,,162.77,166.32,172.23,176.96,-176.31,3.14,12.56,37.67,75.6,71.58
strike_3,front,strike_3.9,97.jpg,123.11,56.31,46.85,20.22,,,162.77,169.24,172.23,173.03,-176.31,3.15,12.6,38.31,82.12,71.81
strike_3,front,strike_3.9,98.jpg,114.44,52.12,37.41,24.41,,,166.97,166.32,177.16,175.94,-177.23,6.31,12.62,32.16,82.97,68.23
strike_3,front,strike_3.9,99.jpg,132.88,54.76,53.65,23.67,,,162.09,164.42,174.47,175.94,-177.14,6.32,12.64,39.98,88.49,67.19
strike_3,front,strike_3.9,100.jpg,114.78,50.3,43.49,26.29,,,166.71,166.26,177.16,175.94,-177.14,0.0,12.66,38.51,82.31,63.32
strike_3,front,strike_3.9,101.jpg,132.88,51.58,55.58,22.01,,,166.71,164.54,177.16,175.94,-178.12,6.34,12.68,34.14,88.75,67.39
strike_3,front,strike_3.9,102.jpg,130.24,51.58,55.58,22.01,,,166.71,164.54,177.16,175.94,-178.12,6.32,12.64,32.22,82.14,67.17
strike_3,front,strike_3.9,103.jpg,130.24,53.13,53.65,22.01,,,162.09,164.54,174.47,175.94,-177.18,6.32,12.65,34.05,82.2,71.54
strike_3,front,strike_3.9,104.jpg,124.51,48.95,48.72,24.41,,,164.28,165.68,171.87,177.6,-177.23,6.33,12.66,25.32,70.77,67.29
strike_3,front,strike_3.9,105.jpg,119.74,47.4,48.72,24.41,,,164.28,165.68,171.87,177.6,-177.23,6.33,12.65,31.63,76.17,63.26
strike_3,front,strike_3.9,106.jpg,115.35,47.4,48.72,24.41,,,164.28,165.68,171.87,177.6,-177.23,6.34,12.68,32.32,70.01,63.38
strike_3,front,strike_3.9,107.jpg,123.11,51.58,48.72,22.01,,,164.28,163.89,171.87,177.6,-178.15,6.33,12.65,32.26,82.48,67.25
strike_3,front,strike_3.9,108.jpg,116.57,51.58,48.72,22.01,,,164.28,163.89,171.87,177.6,-178.15,6.32,12.64,38.43,82.14,67.16
strike_3,front,strike_3.9,109.jpg,119.74,47.4,48.72,24.41,,,164.28,165.68,171.87,177.6,-177.23,6.32,12.63,39.95,88.43,63.16
strike_3,front,strike_3.9,110.jpg,116.57,47.4,48.72,24.41,,,164.28,165.68,171.87,177.6,-177.23,-0.0,12.55,38.18,81.59,62.76
strike_3,front,strike_3.9,111.jpg,123.11,50.53,48.72,24.51,,,163.87,164.0,173.86,177.6,-178.18,-0.0,12.58,33.88,82.03,71.73
strike_3,front,strike_3.9,112.jpg,123.11,50.53,48.72,24.51,,,163.87,164.0,173.96,177.6,-178.18,3.13,15.67,33.76,81.74,71.48
strike_3,front,strike_3.9,113.jpg,116.57,51.58,48.72,22.01,,,164.28,163.89,174.47,177.6,-178.15,3.14,12.56,39.73,81.67,66.78
strike_3,front,strike_3.9,114.jpg,116.57,51.58,48.72,22.01,,,163.87,163.89,173.96,177.6,-178.15,-0.0,12.59,39.82,81.84,66.92
strike_3,front,strike_3.9,115.jpg,116.57,51.58,48.72,22.01,,,163.87,163.89,173.96,177.6,-178.15,0.0,12.62,39.89,82.0,67.05
strike_3,front,strike_3.9,116.jpg,123.11,48.95,48.72,26.2,,,163.87,163.89,173.96,177.6,-178.15,0.0,12.69,34.16,82.72,67.44
strike_3,front,strike_3.9,117.jpg,105.26,48.95,37.41,26.2,,,163.87,163.89,173.96,177.6,-178.15,0.0,12.71,32.39,76.5,67.53
strike_3,front,strike_3.9,118.jpg,119.74,48.95,48.72,26.2,,,163.87,163.89,171.47,177.6,-178.15,6.36,12.72,32.43,76.58,67.6
strike_3,front,strike_3.9,119.jpg,130.24,51.58,55.58,22.01,,,164.02,164.54,171.87,175.94,-178.12,6.38,12.75,34.34,82.9,67.79
strike_3,front,strike_3.9,120.jpg,130.24,47.4,55.58,24.41,,,164.02,169.24,171.87,173.03,-177.18,6.35,12.7,32.38,82.55,63.5
strike_3,front,strike_3.9,121.jpg,123.11,47.4,48.72,24.41,,,164.28,168.75,171.87,174.53,-177.23,6.34,12.69,32.34,82.71,63.43
strike_3,right_side,Right_side_Strike_3,0.jpg,151.34,63.43,84.4,1.97,,,171.67,141.06,145.86,146.52,178.06,33.86,4.84,97.94,150.25,58.24
strike_3,right_side,Right_side_Strike_3,1.jpg,141.1,72.9,80.49,34.12,,,178.13,139.03,139.56,147.43,177.14,21.93,4.87,69.26,136.79,63.53
strike_3,right_side,Right_side_Strike_3,2.jpg,141.34,81.87,83.62,32.47,,,178.59,137.12,135.42,149.93,177.14,21.96,2.44,52.78,138.01,72.54
strike_3,right_side,Right_side_Strike_3,3.jpg,140.95,102.24,79.78,40.08,,,178.57,141.31,129.26,157.83,179.05,22.11,4.91,51.29,134.08,83.94
strike_3,right_side,Right_side_Strike_3,4.jpg,144.68,102.09,83.39,38.66,,,176.31,140.91,130.36,162.71,178.15,21.02,4.67,46.95,123.7,87.28
strike_3,right_side,Right_side_Strike_3,5.jpg,134.49,121.31,76.59,49.92,,,175.95,140.69,127.9,169.16,178.12,18.85,2.36,61.43,110.0,98.38
strike_3,right_side,Right_side_Strike_3,6.jpg,117.26,136.15,60.95,55.03,,,177.8,141.09,129.22,174.85,178.18,16.88,7.24,78.52,102.32,106.77
strike_3,right_side,Right_side_Strike_3,7.jpg,111.12,139.3,57.99,62.6,,,175.6,140.98,130.6,177.74,176.25,21.75,7.25,86.04,98.56,100.9
strike_3,right_side,Right_side_Strike_3,8.jpg,108.27,154.23,60.26,66.89,,,175.24,139.24,134.05,180.0,176.12,23.07,7.69,109.72,90.85,113.49
strike_3,right_side,Right_side_Strike_3,9.jpg,93.12,158.2,38.66,72.9,,,169.11,136.85,124.11,177.74,175.39,26.65,4.85,119.67,90.52,121.13
strike_3,right_side,Right_side_Strike_3,10.jpg,81.67,157.83,30.96,75.53,,,168.69,132.69,129.22,172.68,174.09,27.85,2.53,135.88,73.73,120.37
strike_3,right_side,Right_side_Strike_3,11.jpg,47.73,164.42,3.81,82.11,,,161.57,127.3,127.97,156.92,172.15,26.07,-2.61,154.07,63.01,127.84
strike_3,right_side,Right_side_Strike_3,12.jpg,24.78,161.57,22.48,86.1,,,160.66,120.47,129.53,143.53,170.71,24.38,0.0,171.33,48.46,131.82
strike_3,right_side,Right_side_Strike_3,13.jpg,2.63,172.3,45.98,93.33,,,159.0,121.7,132.08,137.12,169.78,16.94,7.26,182.2,34.9,132.12
strike_3,right_side,Right_side_Strike_3,14.jpg,1.31,175.75,42.05,90.58,,,156.39,125.83,133.67,128.61,169.61,17.86,10.2,187.18,25.51,135.08
strike_3,right_side,Right_side_Strike_3,15.jpg,7.13,164.05,43.87,88.52,,,156.04,129.28,132.75,130.35,169.94,22.59,7.53,208.24,29.27,141.98
strike_3,right_side,Right_side_Strike_3,16.jpg,13.84,175.96,47.77,96.8,,,154.66,131.38,134.55,125.46,169.94,17.61,12.58,218.51,25.66,141.72
strike_3,right_side,Right_side_Strike_3,17.jpg,19.75,167.91,53.68,92.38,,,155.47,136.17,132.01,125.18,170.1,20.12,7.55,236.81,25.65,151.67
strike_3,right_side,Right_side_Strike_3,18.jpg,26.27,175.91,60.03,100.85,,,155.29,141.11,132.01,123.76,169.78,17.53,7.51,234.81,31.68,145.36
strike_3,right_side,Right_side_Strike_3,19.jpg,28.69,175.91,61.86,102.61,,,159.38,143.08,136.51,127.5,169.78,22.67,12.59,242.05,36.67,146.16
strike_3,right_side,Right_side_Strike_3,20.jpg,37.55,172.03,66.2,102.3,,,159.26,145.78,139.87,131.51,169.61,22.79,10.13,256.4,40.82,146.84
strike_3,right_side,Right_side_Strike_3,21.jpg,47.4,171.83,66.2,102.1,,,158.54,147.11,139.15,131.03,169.78,20.34,5.09,257.49,50.85,142.38
strike_3,right_side,Right_side_Strike_3,22.jpg,46.34,175.91,63.57,106.19,,,161.57,149.77,142.18,135.9,169.78,20.1,10.05,264.36,53.41,145.8
strike_3,right_side,Right_side_Strike_3,23.jpg,42.4,179.49,59.74,109.77,,,159.38,150.42,139.87,135.64,169.94,27.42,7.48,270.88,49.36,149.9
strike_3,right_side,Right_side_Strike_3,24.jpg,46.34,179.49,63.57,109.77,,,162.15,150.42,144.16,135.64,169.78,24.98,5.0,271.43,53.11,150.21
strike_3,right_side,Right_side_Strike_3,25.jpg,44.76,175.6,65.47,105.71,,,163.47,153.51,142.18,136.94,170.84,20.0,5.0,266.69,49.5,140.09
strike_3,right_side,Right_side_Strike_3,26.jpg,44.76,171.87,65.47,105.71,,,163.47,153.51,142.18,136.94,170.84,19.98,4.99,270.83,49.44,145.17
strike_3,right_side,Right_side_Strike_3,27.jpg,47.92,179.73,65.15,110.0,,,161.57,156.05,142.18,140.81,169.78,29.78,4.96,269.66,56.15,144.28
strike_3,right_side,Right_side_Strike_3,28.jpg,42.64,175.91,55.93,105.71,,,161.57,156.53,140.94,139.96,169.94,24.83,4.97,269.31,49.66,144.1
strike_3,right_side,Right_side_Strike_3,29.jpg,42.64,176.19,55.93,109.52,,,162.15,156.53,140.5,139.96,169.94,24.72,4.94,268.1,49.44,143.45
strike_3,right_side,Right_side_Strike_3,30.jpg,40.43,179.73,55.62,107.85,,,161.16,163.36,132.49,147.33,171.74,22.08,7.36,260.75,45.23,142.61
strike_3,right_side,Right_side_Strike_3,31.jpg,40.43,175.6,53.71,107.88,,,154.82,157.36,124.94,142.96,168.87,22.09,4.91,251.52,45.25,132.61
strike_3,right_side,Right_side_Strike_3,32.jpg,40.43,175.91,53.71,107.35,,,154.82,157.68,124.94,142.75,169.05,22.04,4.9,255.86,45.16,137.23
strike_3,right_side,Right_side_Strike_3,33.jpg,36.87,179.42,48.07,112.28,,,144.35,156.93,118.5,135.33,167.77,19.89,4.97,249.02,42.77,139.55
strike_3,right_side,Right_side_Strike_3,34.jpg,35.39,179.42,47.53,111.75,,,141.81,162.65,117.01,136.85,169.05,17.19,4.91,246.39,41.68,137.89
strike_3,right_side,Right_side_Strike_3,35.jpg,35.39,179.42,47.53,111.75,,,141.81,162.65,117.01,136.85,169.05,22.1,4.91,246.3,41.67,137.84
